Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Age
Honda,499000,140000,Diesel,Manual,Hyderabad,White,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,11
Maruti Suzuki,590000,39000,Petrol,Manual,Delhi,White,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,10
Nissan,490000,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198,76,104,FWD,3825.0,1665.0,1530.0,5.0,41.0,11
Maruti Suzuki,695000,55000,Diesel,Automatic,Delhi,Grey,First,Individual,1248,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Hyundai,1025000,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396,89,220,FWD,3995.0,1770.0,1605.0,5.0,45.0,6
Volkswagen,3375000,25000,Petrol,Automatic,Mumbai,Silver,First,Individual,1984,188,320,AWD,4701.0,1839.0,1674.0,7.0,60.0,4
Toyota,2250000,28000,Diesel,Manual,Pune,Maroon,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,8.0,55.0,6
Mercedes-Benz,2650000,43000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2143,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0,7
Maruti Suzuki,715000,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,4
Hyundai,1200000,27657,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0,6
Hyundai,275000,30000,Petrol,Manual,Indore,White,First,Individual,998,68,94,FWD,3515.0,1500.0,1510.0,5.0,32.0,13
Honda,445000,111000,Petrol,Manual,Ernakulam,Red,First,Individual,1497,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0,13
Mercedes-Benz,1850000,37600,Diesel,Automatic,Pune,Red,First,Individual,2143,134,300,FWD,4299.0,1780.0,1433.0,4.0,50.0,9
Maruti Suzuki,665000,48000,Diesel,Manual,Delhi,Blue,First,Individual,1248,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Hyundai,1090000,37000,Diesel,Manual,Hyderabad,Blue,First,Individual,1396,89,220,FWD,4270.0,1780.0,1665.0,5.0,55.0,6
Mercedes-Benz,5500000,54000,Diesel,Automatic,Faridabad,White,First,Individual,2987,255,620,RWD,5246.0,1899.0,1494.0,5.0,70.0,10
Audi,2400000,81802,Diesel,Automatic,Nashik,Blue,Second,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,8
Hyundai,1085000,45915,Diesel,Automatic,Mumbai,Black,First,Individual,1582,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0,7
Hyundai,2140000,24000,Petrol,Automatic,Mumbai,Grey,First,Individual,1999,157,191,FWD,4500.0,1790.0,1675.0,6.0,50.0,4
Honda,795000,22224,Petrol,Automatic,Pune,Grey,First,Individual,1199,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0,6
Maruti Suzuki,1080000,38000,CNG,Manual,Delhi,White,First,Individual,1373,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0,4
Honda,628000,53848,Petrol,Manual,Delhi,Maroon,First,Individual,1199,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0,7
BMW,1550000,104264,Diesel,Automatic,Hyderabad,Red,Second,Individual,1995,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0,12
Mercedes-Benz,2400000,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,1991,184,300,RWD,4879.0,1854.0,1474.0,5.0,80.0,9
Honda,595000,72000,Petrol,Manual,Meerut,Brown,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,10
Land Rover,3450000,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2179,188,420,AWD,4465.0,1900.0,1635.0,5.0,57.0,9
Honda,819999,42000,Petrol,Manual,Chennai,Maroon,First,Individual,1199,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0,7
Audi,1490000,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968,174,380,AWD,4629.0,1898.0,1653.0,5.0,75.0,13
Mahindra,950000,57400,Diesel,Manual,Agra,White,First,Individual,1497,115,300,FWD,3995.0,1821.0,1627.0,5.0,42.0,5
Jaguar,3750000,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999,177,430,RWD,5067.0,2091.0,1457.0,5.0,66.0,6
Mercedes-Benz,4950000,12400,Petrol,Automatic,Pune,Blue,First,Individual,1991,201,300,RWD,4686.0,1810.0,1442.0,5.0,66.0,4
Jeep,2950000,38000,Diesel,Automatic,Pune,White,First,Individual,1956,168,350,AWD,4405.0,1818.0,1640.0,5.0,60.0,4
Toyota,1290000,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,2982,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0,13
Toyota,625000,76000,Diesel,Manual,Pune,White,First,Individual,1364,67,170,FWD,3775.0,1695.0,1510.0,5.0,45.0,10
Mahindra,1490000,50000,Diesel,Manual,Chennai,Maroon,First,Individual,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,7
Hyundai,325000,46721,Petrol,Automatic,Thane,Silver,Second,Individual,1197,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0,12
Mahindra,1190000,41470,Diesel,Automatic,Delhi,Black,First,Individual,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,8
Mahindra,625000,170000,Diesel,Manual,Salem,White,Third,Individual,2179,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0,12
Land Rover,5375000,80000,Diesel,Automatic,Delhi,White,Second,Individual,2993,289,600,AWD,4879.0,2073.0,1780.0,5.0,77.0,11
Honda,1138000,6000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,7
Audi,4250000,17000,Petrol,Automatic,Mumbai,White,First,Individual,1798,170,320,FWD,4701.0,1826.0,1427.0,5.0,63.0,4
Honda,365000,31000,Petrol,Manual,Kharar,White,First,Individual,1198,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0,11
Chevrolet,475000,73265,Diesel,Automatic,Delhi,White,Second,Individual,1998,164,380,FWD,4597.0,1788.0,1477.0,5.0,60.0,11
Hyundai,1225000,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0,6
Maruti Suzuki,725000,42000,Diesel,Manual,Delhi,White,First,Individual,1248,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0,8
Mercedes-Benz,2450000,25000,Diesel,Automatic,Mumbai,White,Second,Individual,2143,134,300,FWD,4417.0,1804.0,1494.0,5.0,50.0,8
Hyundai,225000,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991,142,323,FWD,4800.0,1832.0,1485.0,5.0,70.0,16
Maruti Suzuki,695000,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,1197,82,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Toyota,2200000,57000,Diesel,Automatic,Pune,Grey,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,7
Honda,950000,39000,Diesel,Automatic,Ludhiana,White,First,Individual,1498,79,160,FWD,3995.0,1695.0,1501.0,5.0,35.0,5
Toyota,2598000,12050,Petrol,Automatic,Delhi,Black,First,Individual,2694,164,245,RWD,4735.0,1830.0,1795.0,7.0,65.0,3
Honda,585000,24100,Petrol,Manual,Mumbai,Silver,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,8
Ford,434999,23000,Petrol,Manual,Delhi,White,First,Individual,1196,87,112,FWD,3995.0,1695.0,1525.0,5.0,42.0,8
Maruti Suzuki,295000,185000,Diesel,Manual,Coimbatore,Grey,First,Individual,1248,75,190,FWD,3760.0,1690.0,1530.0,5.0,43.0,16
Maruti Suzuki,910000,76000,Diesel,Manual,Hyderabad,White,First,Individual,1498,94,225,FWD,4490.0,1730.0,1485.0,5.0,43.0,6
Maruti Suzuki,565000,47000,Petrol,Manual,Hyderabad,White,First,Individual,998,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0,5
Toyota,1050000,1910,Petrol,Automatic,Varanasi,White,First,Individual,1462,103,138,FWD,3995.0,1790.0,1640.0,5.0,48.0,4
Hyundai,990000,23000,Diesel,Manual,Ahmedabad,Orange,First,Individual,1396,89,224,FWD,4270.0,1780.0,1630.0,5.0,60.0,6
Audi,2590000,36978,Diesel,Automatic,Chandigarh,Blue,Second,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,5
Mahindra,1000000,33000,Diesel,Manual,Rudrapur,White,First,Individual,2179,138,330,AWD,4585.0,1890.0,1785.0,7.0,70.0,9
Hyundai,254999,18954,Petrol,Manual,Patna,White,First,Individual,1086,68,99,FWD,3585.0,1595.0,1550.0,5.0,35.0,13
Hyundai,598000,58200,Petrol,Automatic,Navi Mumbai,Silver,First,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,10
Hyundai,560000,80000,Diesel,Manual,Ambala Cantt,White,Second,Individual,1396,89,220,FWD,3985.0,1734.0,1505.0,5.0,40.0,9
Audi,975000,75000,Diesel,Automatic,Lucknow,Silver,First,Individual,1968,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0,14
Audi,2600000,64000,Diesel,Automatic,Chennai,Blue,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,8
Skoda,745000,117048,Diesel,Manual,Hyderabad,Silver,First,Individual,1598,105,250,FWD,4386.0,1699.0,1466.0,5.0,55.0,9
Hyundai,495000,47000,Petrol,Manual,Delhi,Silver,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,8
Audi,2450000,43290,Petrol,Automatic,Pune,Blue,First,Individual,1798,178,250,FWD,4456.0,1796.0,1416.0,5.0,50.0,7
Mercedes-Benz,2850000,7000,Diesel,Automatic,Delhi,White,First,Individual,2143,168,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,9
Mahindra,925000,150000,Diesel,Manual,Lucknow,White,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,9
Toyota,1075000,125000,Diesel,Automatic,Delhi,White,First,Individual,2982,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0,12
Mercedes-Benz,6225000,42079,Diesel,Automatic,Pune,Silver,First,Individual,2987,255,620,RWD,5063.0,1860.0,1494.0,5.0,80.0,6
Audi,1500000,69000,Diesel,Automatic,Mohali,Blue,First,Individual,1968,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0,11
Mitsubishi,625000,40000,Diesel,Manual,Mirzapur,White,Second,Individual,2835,118,292,AWD,4755.0,1775.0,1900.0,5.0,92.0,14
Toyota,325000,101347,Petrol,Manual,Pune,Red,Third,Individual,1496,90,132,FWD,4265.0,1695.0,1510.0,5.0,45.0,14
Mahindra,1485000,36700,Diesel,Manual,Chennai,White,First,Individual,1497,121,300,FWD,4585.0,1866.0,1774.0,8.0,45.0,4
Audi,1650000,240000,Diesel,Automatic,Lucknow,White,First,Individual,2967,245,500,AWD,4915.0,1874.0,1455.0,5.0,75.0,13
Audi,1800000,76529,Diesel,Automatic,Pune,Blue,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,11
Toyota,1290000,85000,Diesel,Manual,Bangalore,Silver,Second,Individual,2494,100,200,RWD,4585.0,1760.0,1760.0,7.0,55.0,11
Nissan,600000,99000,Diesel,Manual,Chennai,White,First,Individual,1461,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0,9
Hyundai,436000,37959,Petrol,Automatic,Delhi,White,Second,Individual,1197,79,112,FWD,3765.0,1660.0,1520.0,5.0,43.0,11
Toyota,4300000,60000,Diesel,Automatic,Chandigarh,White,First,Individual,2755,174,450,AWD,4795.0,1855.0,1835.0,7.0,80.0,4
Datsun,270000,27000,Petrol,Manual,Lucknow,Silver,First,Individual,1198,67,104,FWD,3785.0,1635.0,1485.0,5.0,35.0,8
Hyundai,1911000,1300,Petrol,Automatic,Delhi,Black,First,Individual,1353,138,242,FWD,4300.0,1790.0,1635.0,5.0,50.0,3
BMW,8600000,21696,Diesel,Automatic,Mumbai,Blue,First,Individual,2993,262,620,AWD,4922.0,2004.0,1745.0,5.0,80.0,5
Mercedes-Benz,3900000,33000,Diesel,Automatic,Delhi,Beige,First,Individual,1950,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,6
Volvo,2000000,6000,Diesel,Automatic,Mumbai,Red,First,Individual,1984,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0,9
Hyundai,465000,19000,Petrol,Automatic,Kolkata,Gold,First,Individual,1086,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0,6
Honda,875000,58618,Petrol,Manual,Pune,Grey,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,6
Mahindra,850000,85641,Diesel,Manual,Bhopal,White,First,Commercial Registration,1493,100,240,RWD,3995.0,1835.0,1839.0,7.0,60.0,6
Renault,426999,41669,Petrol,Automatic,Zirakpur,Others,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,5
Mercedes-Benz,9200000,10000,Diesel,Automatic,Delhi,Blue,First,Individual,1950,241,500,AWD,4924.0,2157.0,1772.0,5.0,93.0,3
Hyundai,1035000,36000,Diesel,Manual,Patna,Grey,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,7
Maruti Suzuki,695000,31000,Petrol,Manual,Mumbai,Grey,First,Individual,1197,89,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
BMW,3675000,37180,Diesel,Automatic,Bangalore,White,First,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,5
Mahindra,1700000,14000,Diesel,Automatic,Yamunanagar,Black,First,Individual,2184,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
Tata,449000,53512,Petrol,Manual,Hyderabad,Orange,Second,Individual,1199,84,114,FWD,3746.0,1647.0,1535.0,5.0,35.0,7
Mercedes-Benz,5400000,4600,Diesel,Automatic,Bangalore,White,UnRegistered Car,Individual,2148,170,410,RWD,4596.0,1770.0,1447.0,5.0,66.0,3
MG,3950000,40000,Diesel,Automatic,Delhi,Silver,First,Individual,1996,215,480,AWD,4985.0,1926.0,1867.0,6.0,75.0,4
Hyundai,565000,65000,Diesel,Manual,Ludhiana,White,Second,Individual,1396,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0,10
BMW,3775000,32963,Diesel,Automatic,Bangalore,Black,First,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,6
Mercedes-Benz,1275000,101000,Diesel,Automatic,Surat,Brown,Second,Individual,2143,231,400,RWD,4868.0,1854.0,1470.0,5.0,80.0,13
Renault,375000,14000,Petrol,Manual,Mumbai,Green,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,7
Maruti Suzuki,949000,50500,Diesel,Manual,Dharwad,Blue,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
Maruti Suzuki,775000,80849,Diesel,Manual,Hyderabad,White,First,Individual,1248,74,190,FWD,3840.0,1735.0,1530.0,5.0,37.0,6
Audi,1800000,19868,Diesel,Automatic,Delhi,White,First,Individual,1968,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0,11
Honda,825000,45000,Petrol,Automatic,Mumbai,White,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,9
Hyundai,509999,30858,Petrol,Manual,Hyderabad,Silver,First,Individual,1086,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0,6
Mahindra,1350000,56500,Diesel,Manual,Lucknow,Black,First,Individual,2179,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0,7
Hyundai,650000,37003,Petrol,Manual,Bangalore,Grey,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,5
Honda,1490000,11000,Diesel,Manual,Lucknow,White,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,4
Maruti Suzuki,545000,53000,Petrol,Manual,Jalandhar,White,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,9
BMW,2950000,75000,Diesel,Automatic,Coimbatore,White,First,Individual,1995,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0,7
Mercedes-Benz,1150000,120000,Diesel,Automatic,Pune,Silver,First,Individual,2987,231,540,RWD,4868.0,1854.0,1471.0,5.0,80.0,15
Audi,1850000,44087,Diesel,Automatic,Mumbai,White,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,12
Mercedes-Benz,1750000,59000,Diesel,Automatic,Delhi,Brown,First,Individual,2143,204,500,RWD,4879.0,1854.0,1474.0,5.0,80.0,11
Audi,5500000,45000,Diesel,Automatic,Mumbai,White,First,Individual,2967,245,600,AWD,5052.0,1968.0,1740.0,7.0,75.0,8
Nissan,360000,92000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461,85,200,FWD,4425.0,1695.0,1505.0,5.0,41.0,12
Ford,625000,48422,Petrol,Manual,Kolkata,Blue,First,Individual,1497,121,150,FWD,3998.0,1765.0,1647.0,5.0,52.0,6
BMW,4150000,29000,Diesel,Automatic,Delhi,Blue,First,Individual,1995,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0,6
Mahindra,1698999,37500,Diesel,Manual,Dehradun,Brown,First,Individual,2184,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
Maruti Suzuki,484999,62000,Petrol,Manual,Faridabad,Silver,Second,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,7
Audi,4250000,17000,Petrol,Automatic,Pune,White,First,Individual,1395,148,250,FWD,4726.0,1842.0,1427.0,5.0,54.0,5
Maruti Suzuki,800000,76642,CNG,Manual,Mumbai,Silver,First,Individual,1373,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0,8
Hyundai,1275000,44000,Petrol,Manual,Delhi,Grey,First,Individual,1591,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0,6
Porsche,9500000,20000,Petrol,Automatic,Delhi,Yellow,First,Individual,1988,295,380,RWD,4379.0,1801.0,1281.0,2.0,54.0,7
BMW,1375000,102000,Diesel,Automatic,Bangalore,White,Second,Individual,1995,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0,12
Hyundai,1700000,9000,Diesel,Manual,Raipur,Black,First,Individual,1493,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0,3
Mahindra,500000,135000,Diesel,Manual,Varanasi,Black,First,Individual,2179,140,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,12
Mercedes-Benz,6800000,14500,Diesel,Automatic,Pune,Silver,First,Individual,1950,192,400,AWD,4658.0,1890.0,1644.0,5.0,66.0,5
Maruti Suzuki,715000,31552,Petrol,Automatic,Mumbai,Brown,First,Individual,1197,82,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,6
Maruti Suzuki,380000,70000,Petrol,Automatic,Ahmedabad,Grey,First,Individual,998,67,90,FWD,3636.0,1475.0,1670.0,5.0,35.0,9
Honda,375000,35134,Petrol,Manual,Delhi,Silver,First,Individual,1198,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0,9
Land Rover,7200000,45000,Diesel,Automatic,Bangalore,White,Third,Individual,2993,289,600,AWD,4879.0,2073.0,1780.0,5.0,77.0,9
Mercedes-Benz,8190000,18000,Diesel,Automatic,Delhi,Bronze,First,Individual,1950,241,500,AWD,4924.0,2157.0,1772.0,5.0,93.0,5
Maruti Suzuki,695000,8000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197,82,113,FWD,3840.0,1735.0,1530.0,5.0,37.0,7
Hyundai,875000,62125,Diesel,Manual,Patna,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,9
Land Rover,3500000,78000,Diesel,Automatic,Pune,Red,First,Individual,1999,177,430,AWD,4600.0,2069.0,1690.0,7.0,65.0,9
Hyundai,685000,64300,Petrol,Manual,Pune,Brown,First,Individual,1197,82,115,FWD,3995.0,1760.0,1555.0,5.0,40.0,7
Tata,1875000,28000,Diesel,Manual,Gorakhpur,White,First,Individual,1956,168,350,FWD,4661.0,1894.0,1786.0,7.0,50.0,4
Skoda,1685000,28600,Petrol,Automatic,Mumbai,Grey,First,Individual,1798,177,250,FWD,4659.0,1814.0,1476.0,5.0,50.0,8
Audi,2550000,69500,Diesel,Automatic,Chandigarh,White,Second,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,10
Hyundai,869999,70000,Diesel,Manual,Kanpur,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Mahindra,875000,24000,Diesel,Manual,Mumbai,White,First,Individual,2498,105,247,AWD,3920.0,1726.0,1930.0,6.0,60.0,7
Audi,1390000,69500,Diesel,Automatic,Ahmedabad,Blue,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,13
Maruti Suzuki,825000,25500,Diesel,Manual,Lucknow,Silver,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,6
Maruti Suzuki,785000,20000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,8
Mercedes-Benz,2145000,55000,Diesel,Automatic,Mumbai,White,Second,Individual,2143,134,300,FWD,4417.0,1804.0,1494.0,5.0,50.0,9
Maruti Suzuki,590000,8640,CNG,Manual,Bhopal,White,First,Individual,1196,73,101,RWD,3675.0,1475.0,1800.0,5.0,40.0,4
Jaguar,2550000,65000,Petrol,Automatic,Mumbai,White,Second,Individual,2995,335,450,RWD,5247.0,2110.0,1448.0,5.0,83.0,12
Mercedes-Benz,6500000,5750,Diesel,Automatic,Bangalore,White,First,Individual,1950,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0,6
Volkswagen,490000,50000,Petrol,Manual,Delhi,White,First,Individual,1198,74,110,FWD,3971.0,1682.0,1469.0,5.0,45.0,10
BMW,5950000,28000,Diesel,Automatic,Delhi,White,First,Individual,2993,262,620,RWD,5219.0,1902.0,1481.0,4.0,78.0,8
Renault,420000,43000,Petrol,Manual,Hyderabad,Grey,UnRegistered Car,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,8
Hyundai,2395000,44876,Diesel,Automatic,Bangalore,White,First,Individual,1995,182,400,FWD,4475.0,1850.0,1660.0,5.0,62.0,6
Hyundai,360000,95610,Diesel,Manual,Rudrapur,White,Second,Individual,1336,89,219,FWD,3995.0,1710.0,1505.0,5.0,45.0,12
Nissan,325000,51000,Diesel,Manual,Zirakpur,Grey,First,Individual,1461,85,200,FWD,4425.0,1695.0,1505.0,5.0,41.0,12
Land Rover,2300000,110000,Diesel,Automatic,Chennai,Red,Second,Individual,2179,190,420,AWD,4355.0,2120.0,1635.0,5.0,57.0,12
Maruti Suzuki,642000,53693,CNG,Manual,Mumbai,Others,First,Individual,1373,82,110,FWD,4265.0,1695.0,1685.0,7.0,60.0,11
Hyundai,290000,70000,Petrol,Manual,Kheda,White,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,7
Hyundai,390000,57000,Petrol,Manual,Delhi,Grey,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,11
Toyota,890000,63000,Petrol,Automatic,Delhi,Grey,First,Individual,1798,138,173,FWD,4540.0,1760.0,1480.0,5.0,55.0,11
Maruti Suzuki,440000,53807,Petrol,Manual,Gurgaon,White,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,9
Maruti Suzuki,721000,46000,Petrol,Manual,Noida,White,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,7
Skoda,1515000,67546,Petrol,Automatic,Ludhiana,Others,Second,Individual,1798,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0,7
Land Rover,7000000,14500,Petrol,Automatic,Delhi,White,First,Individual,1997,245,365,AWD,4600.0,2069.0,1724.0,7.0,70.0,4
Honda,949000,37100,Petrol,Manual,Mysore,Grey,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,7
Mercedes-Benz,5500000,30000,Diesel,Automatic,Gurgaon,White,First,Individual,1950,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0,6
Renault,319000,89059,Petrol,Manual,Zirakpur,Others,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,7
Maruti Suzuki,459999,77000,Diesel,Manual,Ludhiana,White,Second,Individual,1248,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0,12
Volvo,2100000,42000,Diesel,Automatic,Raipur,Red,First,Individual,1984,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0,7
Maruti Suzuki,685000,58146,Petrol,Manual,Bangalore,Red,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Toyota,300000,75000,Diesel,Manual,Kanpur,Silver,Second,Individual,1364,68,170,FWD,4265.0,1695.0,1510.0,5.0,45.0,12
Mercedes-Benz,5400000,50500,Diesel,Automatic,Dehradun,White,Third,Individual,2143,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0,7
Mercedes-Benz,4100000,3826,Diesel,Automatic,Ahmedabad,White,UnRegistered Car,Individual,1950,147,320,FWD,4549.0,1796.0,1446.0,5.0,43.0,3
Mercedes-Benz,6875000,53000,Diesel,Automatic,Dehradun,White,First,Individual,2987,255,620,AWD,5130.0,1934.0,1850.0,7.0,100.0,6
Hyundai,1115000,37000,Petrol,Manual,Delhi,Black,Second,Individual,1591,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0,7
Honda,761000,38000,Petrol,Automatic,Ahmedabad,Grey,Second,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,8
Maruti Suzuki,825000,8499,Petrol,Manual,Thane,Yellow,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,4
Hyundai,650000,61181,Diesel,Manual,Jaipur,White,First,Individual,1396,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0,9
Honda,565000,45000,Petrol,Manual,Delhi,Grey,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,8
Mercedes-Benz,750000,102000,Petrol,Automatic,Pune,Silver,First,Individual,3498,272,350,RWD,5076.0,1871.0,1473.0,5.0,90.0,18
Hyundai,685000,9232,Petrol,Automatic,Mumbai,Blue,First,Individual,1197,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0,4
Hyundai,609000,42601,Petrol,Manual,Udupi,Blue,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,7
Mahindra,365000,90000,Diesel,Manual,Lucknow,Green,Second,Individual,2179,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0,16
Audi,5175000,65000,Diesel,Automatic,Pune,Blue,First,Individual,2967,245,600,AWD,5052.0,1968.0,1740.0,7.0,75.0,9
Toyota,2175000,40000,Diesel,Automatic,Ludhiana,Bronze,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,7
Ssangyong,675000,106223,Diesel,Automatic,Ahmedabad,White,Second,Individual,2696,184,402,AWD,4755.0,1900.0,1785.0,7.0,78.0,12
